artist,style,movement,tags,url,img,file_name,genre_list,Artwork,Date
Thomas Eakins,Realism,Realism,"['female-portraits', 'Lady']",https://www.wikiart.org/en/thomas-eakins/portrait-of-lucy-lewis-1896,https://uploads3.wikiart.org/images/thomas-eakins/portrait-of-lucy-lewis-1896.jpg!Large.jpg,70065-portrait-of-lucy-lewis-1896.jpg,['portrait'],,
Martiros Sarian,Realism,Realism,"['gardens-and-parks', 'Tree', 'Plant', 'Flower', 'Woodyplant']",https://www.wikiart.org/en/martiros-sarian/a-nook-of-the-peach-garden,https://uploads3.wikiart.org/images/martiros-saryan/a-nook-of-the-peach-garden.jpg,77330-a-nook-of-the-peach-garden.jpg,['landscape'],,
Vincent van Gogh,Realism,Post-Impressionism,"['countryside', 'cottages-and-farmhouses', 'twilight-and-night', 'Atmosphericphenomenon', 'morning', 'Brown', 'Sky', 'Bank']",https://www.wikiart.org/en/vincent-van-gogh/village-at-sunset-1884,https://uploads1.wikiart.org/images/vincent-van-gogh/village-at-sunset-1884.jpg!Large.jpg,114232-village-at-sunset-1884.jpg,['landscape'],,
Julio Romero de Torres,Realism,Realism,"['Barechested', 'Male', 'Chest', 'Muscle']",https://www.wikiart.org/en/julio-romero-de-torres/la-esclava-1928,https://uploads0.wikiart.org/images/julio-romero-de-torres/la-esclava-1928.jpg!Large.jpg,76018-la-esclava-1928.jpg,['nude painting (nu)'],,
Charles Meryon,Realism,Realism,['History'],https://www.wikiart.org/en/charles-meryon/le-petit-pont-1850,https://uploads5.wikiart.org/00137/images/charles-meryon/charles-meryon-le-petit-pont-google-art-project.jpg!Large.jpg,62593-charles-meryon-le-petit-pont-google-art-project.jpg,['cityscape'],,
Winslow Homer,Realism,Realism,"['houses-and-buildings', 'games-and-sport']",https://www.wikiart.org/en/winslow-homer/snap-the-whip,https://uploads7.wikiart.org/images/winslow-homer/snap-the-whip.jpg!Large.jpg,66876-snap-the-whip.jpg,['genre painting'],,
Albert Bierstadt,Realism,Romanticism,"['Rome', 'markets-and-shops', 'Market', 'CiociaroCostume']",https://www.wikiart.org/en/albert-bierstadt/roman-fish-market-arch-of-octavius-1858,https://uploads6.wikiart.org/00363/images/albert-bierstadt/albert-bierstadt-roman-fish-market-arch-of-octavius-google-art-project.jpg!Large.jpg,46256-albert-bierstadt-roman-fish-market-arch-of-octavius-google-art-project.jpg,"['genre painting', 'cityscape']",,
Yiannis Moralis,Realism,Expressionism,['Stilllifephotography'],https://www.wikiart.org/en/yiannis-moralis/still-life-1939,https://uploads2.wikiart.org/images/yiannis-moralis/still-life-1939.jpg!Large.jpg,136973-still-life-1939.jpg,['still life'],,
Jean-Francois Millet,Realism,Realism,"['male-portraits', 'Facialhair']",https://www.wikiart.org/en/jean-francois-millet/portrait-of-javain-mayor-of-cherbourg-1841,https://uploads7.wikiart.org/images/jean-francois-millet/portrait-of-javain-mayor-of-cherbourg-1841.jpg!Large.jpg,61582-portrait-of-javain-mayor-of-cherbourg-1841.jpg,['portrait'],,
Grigoriy Myasoyedov,Realism,Realism,"['murder-and-suicide', 'rituals-and-traditions']",https://www.wikiart.org/en/grigoriy-myasoyedov/people-burning-themselves-1884,https://uploads3.wikiart.org/images/grigoriy-myasoyedov/people-burning-themselves-1884.jpg!Large.jpg,65825-people-burning-themselves-1884.jpg,['genre painting'],,
August von Pettenkofen,Realism,Realism,,https://www.wikiart.org/en/august-von-pettenkofen/hungarian-market-with-blue-umbrellas-1874,https://uploads3.wikiart.org/00345/images/august-von-pettenkofen/august-von-pettenkofen-ungarischer-markt-mit-blauen-schirmen-2099-kunsthistorisches-museum.jpg!Large.jpg,62674-august-von-pettenkofen-ungarischer-markt-mit-blauen-schirmen-2099-kunsthistorisches-museum.jpg,['genre painting'],,
Ivan Shishkin,Realism,Realism,"['forests-and-trees', 'Crimea', 'mountains', 'Tree', 'Woodyplant', 'Plant', 'Grass', 'Leaf', 'monochrome']",https://www.wikiart.org/en/ivan-shishkin/crimean-nut-tree-1884,https://uploads6.wikiart.org/images/ivan-shishkin/crimean-nut-tree-1884.jpg!Large.jpg,65059-crimean-nut-tree-1884.jpg,['landscape'],,
Pyotr Konchalovsky,Realism,Post-Impressionism,"['winter', 'streets-and-squares', 'Moscow', 'Tree']",https://www.wikiart.org/en/pyotr-konchalovsky/bolshaya-sadovaya-pink-house-1931,https://uploads5.wikiart.org/images/pyotr-konchalovsky/bolshaya-sadovaya-pink-house-1931.jpg!Large.jpg,121165-bolshaya-sadovaya-pink-house-1931.jpg,['cityscape'],,
Aleksey Savrasov,Realism,Realism,"['cottages-and-farmhouses', 'Sky']",https://www.wikiart.org/en/aleksey-savrasov/early-spring-2,https://uploads2.wikiart.org/images/aleksey-savrasov/early-spring-2.jpg!Large.jpg,64345-early-spring-2.jpg,['landscape'],,
Boris Kustodiev,Realism,Realism,"['male-portraits', 'famous-people', 'Boris-Kustodiev', 'Gentleman']",https://www.wikiart.org/en/boris-kustodiev/self-portrait-near-the-window-1899,https://uploads3.wikiart.org/images/boris-kustodiev/self-portrait-near-the-window-1899.jpg!Large.jpg,76153-self-portrait-near-the-window-1899.jpg,['self-portrait'],,
Elin Danielson-Gambogi,Realism,Realism,"['Tree', 'Grassfamily']",https://www.wikiart.org/en/danielson-gambogi-elin/pyykinkuivatusta-1896,https://uploads2.wikiart.org/00223/images/danielson-gambogi-elin/elin-danielson-gambogi-pyykinkuivatusta-1896-1.jpg!Large.jpg,74686-elin-danielson-gambogi-pyykinkuivatusta-1896-1.jpg,['genre painting'],,
Theodule Ribot,Realism,Realism,,https://www.wikiart.org/en/theodule-ribot/kitchen-scene-1860,https://uploads4.wikiart.org/images/theodule-ribot/kitchen-scene-1860.jpg!Large.jpg,62730-kitchen-scene-1860.jpg,['genre painting'],,
Ilya Repin,Realism,Realism,,https://www.wikiart.org/en/ilya-repin/head-of-a-man-1882,https://uploads0.wikiart.org/images/ilya-repin/head-of-a-man-1882.jpg!Large.jpg,70416-head-of-a-man-1882.jpg,['portrait'],,
Boris Kustodiev,Realism,Realism,"['male-portraits', 'famous-people', 'Gentleman']",https://www.wikiart.org/en/boris-kustodiev/portrait-of-g-narbut-1914,https://uploads3.wikiart.org/images/boris-kustodiev/portrait-of-g-narbut-1914.jpg!Large.jpg,76356-portrait-of-g-narbut-1914.jpg,['portrait'],,
Robert Brackman,Realism,Realism,"['Male', 'Human', 'Chest', 'Barechested']",https://www.wikiart.org/en/robert-brackman/pastel-nude,https://uploads7.wikiart.org/images/robert-brackman/pastel-nude.jpg!Large.jpg,77593-pastel-nude.jpg,['nude painting (nu)'],,
Kitty Lange Kielland,Realism,Realism,,https://www.wikiart.org/en/kitty-lange-kielland/two-seated-girls-on-a-meadow,https://uploads1.wikiart.org/00335/images/kitty-lange-kielland/two-seated-girls-on-a-meadow.jpg!Large.jpg,69577-two-seated-girls-on-a-meadow.jpg,"['landscape', 'genre painting']",,
Eero Järnefelt,Realism,Realism,"['Meadow', 'Pasture', 'Grass']",https://www.wikiart.org/en/jarnefelt-eero/saimi-kedollasaimi-in-the-meadow-1892,https://uploads5.wikiart.org/00222/images/jarnefelt-eero/eero-j-rnefelt-saimi-in-the-meadow-1892.jpg!Large.jpg,74976-eero-j-rnefelt-saimi-in-the-meadow-1892.jpg,['genre painting'],,
Vincent van Gogh,Realism,Post-Impressionism,"['factories-and-plants', 'House', 'Home']",https://www.wikiart.org/en/vincent-van-gogh/factory-1882,https://uploads3.wikiart.org/images/vincent-van-gogh/factory-1882(1).jpg!Large.jpg,113881-factory-1882(1).jpg,['cityscape'],,
Ivan Shishkin,Realism,Realism,"['animals', 'storm-and-tempest', 'lakes-and-ponds', 'cows', 'forests-and-trees', 'Naturallandscape', 'Naturalenvironment', 'Tree', 'Pasture', 'Sky', 'Meadow', 'Grass', 'Plantcommunity']",https://www.wikiart.org/en/ivan-shishkin/coppice-noon-1872,https://uploads2.wikiart.org/images/ivan-shishkin/coppice-noon-1872.jpg!Large.jpg,64958-coppice-noon-1872.jpg,['landscape'],,
John Singer Sargent,Realism,Realism,"['famous-people', 'female-portraits', 'Lady']",https://www.wikiart.org/en/john-singer-sargent/catrherine-vlasto-1897,https://uploads4.wikiart.org/images/john-singer-sargent/catrherine-vlasto-1897.jpg!Large.jpg,73029-catrherine-vlasto-1897.jpg,['portrait'],,
Carolus-Duran,Realism,Realism,['Lady'],https://www.wikiart.org/en/carolus-duran/portrait-of-madame-marie-clerc-1874,https://uploads0.wikiart.org/00121/images/carolus-duran/portrait-of-madame-marie-clerc-1974.jpg!Large.jpg,67739-portrait-of-madame-marie-clerc-1974.jpg,['portrait'],,
Giovanni Boldini,Realism,Realism,"['famous-people', 'female-portraits', 'Lady', 'Sitting', '1860spaintingsfromItaly']",https://www.wikiart.org/en/giovanni-boldini/portrait-of-mary-donegan-1869,https://uploads8.wikiart.org/images/giovanni-boldini/portrait-of-mary-donegan-1869.jpg!Large.jpg,69296-portrait-of-mary-donegan-1869.jpg,['portrait'],,
Thomas Eakins,Realism,Realism,"['male-portraits', 'Photograph']",https://www.wikiart.org/en/thomas-eakins/talcott-williams,https://uploads0.wikiart.org/images/thomas-eakins/talcott-williams.jpg,70228-talcott-williams.jpg,['portrait'],,
Nicholas Roerich,Realism,Symbolism,"['male-portraits', 'Forehead', 'Head', 'Chin', 'Facialhair']",https://www.wikiart.org/en/nicholas-roerich/lahor-blacksmith-from-kulu-1937,https://uploads0.wikiart.org/images/nicholas-roerich/lahor-blacksmith-from-kulu-1937.jpg,86099-lahor-blacksmith-from-kulu-1937.jpg,['portrait'],,
Eugène Burnand,Realism,Realism,,https://www.wikiart.org/en/eugene-burnand/the-disciples-peter-and-john-running-to-the-tomb-on-the-morning-of-the-resurrection-1898,https://uploads8.wikiart.org/00137/images/eugene-burnand/disciples-running-by-eb.jpg!Large.jpg,71969-disciples-running-by-eb.jpg,['religious painting'],,
Giovanni Boldini,Realism,Realism,"['animals', 'famous-people', 'female-portraits', 'dogs', 'Dog', 'Canidae', 'Morkie', '1880spaintingsfromItaly']",https://www.wikiart.org/en/giovanni-boldini/the-actress-rejane-and-her-dog,https://uploads0.wikiart.org/images/giovanni-boldini/the-actress-rejane-and-her-dog.jpg!Large.jpg,69357-the-actress-rejane-and-her-dog.jpg,['portrait'],,
Martiros Sarian,Realism,Realism,"['male-portraits', 'Gentleman']",https://www.wikiart.org/en/martiros-sarian/portrait-of-a-film-director-ruben-simonov-1939,https://uploads6.wikiart.org/images/martiros-saryan/portrait-of-a-film-director-ruben-simonov-1939.jpg!Large.jpg,77158-portrait-of-a-film-director-ruben-simonov-1939.jpg,['portrait'],,
Eugene Boudin,Realism,Impressionism,"['animals', 'countryside', 'fields-and-plains', 'cows', 'Pasture', 'Bovine', 'Grazing', 'Meadow', 'Ruralarea', 'Grassland', 'Dairycow', 'Livestock', 'Sky']",https://www.wikiart.org/en/eugene-boudin/the-valley-of-the-touques,https://uploads1.wikiart.org/images/eugene-boudin/the-valley-of-the-touques.jpg!Large.jpg,89195-the-valley-of-the-touques.jpg,['animal painting'],,
Vasily Surikov,Realism,Realism,"['animals', 'famous-people', 'celebrations-and-festivals', 'Moscow', 'bears']",https://www.wikiart.org/en/vasily-surikov/big-masquerade-in-1772-on-the-streets-of-moscow-with-the-participation-of-peter-i-and-princer-i-1900,https://uploads5.wikiart.org/images/vasily-surikov/big-masquerade-in-1772-on-the-streets-of-moscow-with-the-participation-of-peter-i-and-princer-i-1900.jpg!Large.jpg,71316-big-masquerade-in-1772-on-the-streets-of-moscow-with-the-participation-of-peter-i-and-princer-i-1900.jpg,['history painting'],,
Frank W. Benson,Realism,Impressionism,['Lady'],https://www.wikiart.org/en/frank-w-benson/my-sister-1885,https://uploads2.wikiart.org/00163/images/frank-w-benson/1885-my-sister.jpeg,102755-1885-my-sister.jpeg,['portrait'],,
Andrei Ryabushkin,Realism,Romanticism,['mealtimes'],https://www.wikiart.org/en/andrei-ryabushkin/tea-party,https://uploads7.wikiart.org/images/andrei-ryabushkin/tea-party.jpg!Large.jpg,51984-tea-party.jpg,['genre painting'],,
Anton Romako,Realism,Realism,"['childrenportraits', 'female-portraits']",https://www.wikiart.org/en/anton-romako/girl-with-pearl-necklace-in-her-hair-1876,https://uploads0.wikiart.org/00343/images/anton-romako/985px-anton-romako-m-dchen-mit-perlenkette-im-haar-4620-sterreichische-galerie-belvedere.jpg!Large.jpg,65470-985px-anton-romako-m-dchen-mit-perlenkette-im-haar-4620-sterreichische-galerie-belvedere.jpg,['portrait'],,
Theodore Rousseau,Realism,Realism,"['forests-and-trees', 'Tree', 'Woodyplant']",https://www.wikiart.org/en/theodore-rousseau/the-collier-s-hut,https://uploads6.wikiart.org/images/theodore-rousseau/the-collier-s-hut.jpg!Large.jpg,61541-the-collier-s-hut.jpg,['landscape'],,
Pyotr Konchalovsky,Realism,Post-Impressionism,"['forests-and-trees', 'Tree', 'Naturalenvironment', 'Woodyplant', 'Forest', 'Plant', 'Birch', 'Canoebirch', 'Northernhardwoodforest']",https://www.wikiart.org/en/pyotr-konchalovsky/in-the-woods-1945,https://uploads7.wikiart.org/images/pyotr-konchalovsky/in-the-woods-1945.jpg!Large.jpg,121402-in-the-woods-1945.jpg,['landscape'],,
Ippolito Caffi,Realism,Realism,"['Holyplaces', 'Dome', 'Medievalarchitecture', 'Building', 'Byzantinearchitecture', 'Sky', 'Arch', 'Venice']",https://www.wikiart.org/en/ippolito-caffi/blick-auf-die-kirchen-maria-dei-miracole-und-santa-maria-nova-in-venedig-1866,https://uploads2.wikiart.org/00177/images/ippolito-kaffi/ippolito-caffi-santa-maria-dei-miracole-e-santa-maria-nova.jpg!Large.jpg,61302-ippolito-caffi-santa-maria-dei-miracole-e-santa-maria-nova.jpg,['cityscape'],,
Vincent van Gogh,Realism,Post-Impressionism,"['lamps-and-candles', 'Bible', 'Stilllifephotography']",https://www.wikiart.org/en/vincent-van-gogh/still-life-with-bible,https://uploads0.wikiart.org/images/vincent-van-gogh/still-life-with-bible.jpg!Large.jpg,114505-still-life-with-bible.jpg,['still life'],,
Nicholas Roerich,Realism,Symbolism,"['heroes', 'horsemen', 'Slavic-mythology', 'RussianMythology', 'Workinganimal']",https://www.wikiart.org/en/nicholas-roerich/morning-of-kiev-bogatyrs-1896,https://uploads7.wikiart.org/images/nicholas-roerich/morning-of-kiev-bogatyrs-1896.jpg,84753-morning-of-kiev-bogatyrs-1896.jpg,['mythological painting'],Morning of Kiev bogatyrs,1896
Hans Andersen Brendekilde,Realism,Social Realism,"['Tree', 'Ruralarea']",https://www.wikiart.org/en/hans-andersen-brendekilde/home-for-dinner-1917,https://uploads8.wikiart.org/00261/images/hans-andersen-brendekilde/h-a-brendekilde-home-for-dinner-1900s.jpg,139370-h-a-brendekilde-home-for-dinner-1900s.jpg,['genre painting'],,
Christian Wilhelm Allers,Realism,Naturalism,['Sketch'],https://www.wikiart.org/en/christian-wilhelm-allers/self-portrait-1894,https://uploads4.wikiart.org/images/christian-wilhelm-allers/self-portrait-1894.jpg,78839-self-portrait-1894.jpg,['self-portrait'],,
Daniel Ridgway Knight,Realism,Realism,,https://www.wikiart.org/en/daniel-ridgway-knight/the-first-grief-1892,https://uploads2.wikiart.org/00123/images/daniel-ridgway-knight/the-first-grief-1892.jpg!Large.jpg,67823-the-first-grief-1892.jpg,['genre painting'],,
Mikhail Olennikov,Realism,Socialist Realism,['Crowd'],https://www.wikiart.org/en/olennikov-mikhail-zinovevich/ploshchad-slavy-na-lvrz-pervomay-1964,https://uploads1.wikiart.org/00212/images/olennikov-mikhail-zinovevich/4258.jpg!Large.jpg,196254-4258.jpg,['history painting'],,
Arkhyp Kuindzhi,Realism,Realism,"['male-portraits', 'Sketch', 'Nose', 'Head', 'Figuredrawing', 'Hat']",https://www.wikiart.org/en/arkhip-kuindzhi/men-s-head-in-a-straw-hat,https://uploads3.wikiart.org/images/arkhip-kuindzhi/men-s-head-in-a-straw-hat.jpg!Large.jpg,68920-men-s-head-in-a-straw-hat.jpg,['portrait'],,
Pyotr Konchalovsky,Realism,Post-Impressionism,"['children', 'gardens-and-parks', 'Flower', 'Plant', 'Tree']",https://www.wikiart.org/en/pyotr-konchalovsky/children-in-the-park-1940,https://uploads5.wikiart.org/images/pyotr-konchalovsky/children-in-the-park-1940.jpg,121364-children-in-the-park-1940.jpg,['landscape'],,
Thomas Eakins,Realism,Realism,"['female-portraits', 'Lady', 'Chin']",https://www.wikiart.org/en/thomas-eakins/maud-cook-1895,https://uploads8.wikiart.org/images/thomas-eakins/maud-cook-1895.jpg!Large.jpg,70060-maud-cook-1895.jpg,['portrait'],,
Boris Kustodiev,Realism,Realism,"['summer', 'rivers-and-waterfalls', 'boats-and-ships', 'forests-and-trees', 'Water', 'River', 'Waterway', 'Vehicle', 'Watertransportation', 'Boat']",https://www.wikiart.org/en/boris-kustodiev/summer-evening,https://uploads1.wikiart.org/images/boris-kustodiev/summer-evening.jpg!Large.jpg,76783-summer-evening.jpg,['landscape'],,
John Singer Sargent,Realism,Realism,"['houses-and-buildings', 'forests-and-trees', 'Tree', 'Nature', 'Naturallandscape', 'Naturalenvironment', 'Biome', 'Woodyplant', 'Sky', 'Plant']",https://www.wikiart.org/en/john-singer-sargent/olive-trees-at-corfu-1909,https://uploads7.wikiart.org/images/john-singer-sargent/olive-trees-at-corfu-1909.jpg!Large.jpg,73318-olive-trees-at-corfu-1909.jpg,['landscape'],,
Jean-Francois Millet,Realism,Realism,"['Christianity', 'Flight-into-Egypt', 'Peopleinnature', 'Standing', 'Tree', 'monochrome', 'Water', 'Shadow']",https://www.wikiart.org/en/jean-francois-millet/the-flight-into-egypt,https://uploads4.wikiart.org/images/jean-francois-millet/the-flight-into-egypt.jpg!Large.jpg,61691-the-flight-into-egypt.jpg,['religious painting'],,
Vasily Surikov,Realism,Realism,"['male-portraits', 'childrenportraits', 'Chin', 'Forehead', 'Cheek', 'Jaw', 'Gentleman']",https://www.wikiart.org/en/vasily-surikov/portrait-of-a-s-matveev-in-childhood-1881,https://uploads0.wikiart.org/images/vasily-surikov/portrait-of-a-s-matveev-in-childhood-1881.jpg!Large.jpg,71192-portrait-of-a-s-matveev-in-childhood-1881.jpg,['portrait'],,
Jose Ferraz de Almeida Junior,Realism,Realism,"['Gentleman', 'Chin', 'Forehead']",https://www.wikiart.org/en/jose-ferraz-de-almeida-junior/jos-manoel-de-mesquita,https://uploads7.wikiart.org/images/jose-ferraz-de-almeida-junior/jos-manoel-de-mesquita(1).jpg,71952-jos-manoel-de-mesquita(1).jpg,['portrait'],,
Ilya Repin,Realism,Realism,"['Lady', 'Pianist']",https://www.wikiart.org/en/ilya-repin/portrait-of-pianist-m-k-benoit-1887,https://uploads8.wikiart.org/images/ilya-repin/portrait-of-pianist-m-k-benoit-1887.jpg!Large.jpg,70486-portrait-of-pianist-m-k-benoit-1887.jpg,['portrait'],,
Alexei Harlamoff,Realism,Realism,,https://www.wikiart.org/en/alexei-harlamoff/auburn-haired-beauty,https://uploads5.wikiart.org/00327/images/alexei-harlamoff/harlamov-3.jpg!Large.jpg,68630-harlamov-3.jpg,['portrait'],,
Ilya Repin,Realism,Realism,"['Tree', 'Nature', 'Woodland', 'Naturallandscape', 'Naturalenvironment', 'Forest', 'Naturereserve', 'Vegetation', 'Leaf']",https://www.wikiart.org/en/ilya-repin/alley-in-the-park-kachanovka-1880,https://uploads6.wikiart.org/images/ilya-repin/alley-in-the-park-kachanovka-1880.jpg!Large.jpg,70379-alley-in-the-park-kachanovka-1880.jpg,['landscape'],,
Isaac Levitan,Realism,Realism,['Tree'],https://www.wikiart.org/en/isaac-levitan/house-with-broom-trees,https://uploads7.wikiart.org/images/isaac-levitan/house-with-broom-trees.jpg!Large.jpg,74252-house-with-broom-trees.jpg,['landscape'],,
Jules Breton,Realism,Realism,,https://www.wikiart.org/en/jules-breton/young-peasant-girl-with-a-hoe-1882,https://uploads2.wikiart.org/00375/images/jules-breton/jonge-boerin-met-een-hak-s0386m1988-van-gogh-museum.jpg!Large.jpg,63773-jonge-boerin-met-een-hak-s0386m1988-van-gogh-museum.jpg,['genre painting'],,
Homer Watson,Realism,Realism,"['Tree', 'Pasture']",https://www.wikiart.org/en/homer-watson/returning-to-town,https://uploads0.wikiart.org/images/homer-watson/returning-to-town.jpg,72621-returning-to-town.jpg,['landscape'],,
Camille Corot,Realism,Realism,"['houses-and-buildings', 'countryside', 'Tree', 'Woodyplant']",https://www.wikiart.org/en/camille-corot/outskirts-of-a-village-near-beauvais,https://uploads3.wikiart.org/images/camille-corot/outskirts-of-a-village-near-beauvais.jpg!Large.jpg,60477-outskirts-of-a-village-near-beauvais.jpg,['landscape'],,
Boris Kustodiev,Realism,Realism,"['male-portraits', 'famous-people', 'Pavel-Shevelev', 'Gentleman']",https://www.wikiart.org/en/boris-kustodiev/portrait-of-the-commandant-of-the-mariinsky-palace-major-general-pavel-shevelev-1903,https://uploads8.wikiart.org/images/boris-kustodiev/portrait-of-the-commandant-of-the-mariinsky-palace-major-general-pavel-shevelev-1903.jpg!Large.jpg,76192-portrait-of-the-commandant-of-the-mariinsky-palace-major-general-pavel-shevelev-1903.jpg,['portrait'],,
Vincent van Gogh,Realism,Post-Impressionism,"['countryside', 'handwork']",https://www.wikiart.org/en/vincent-van-gogh/farmer-leaning-on-his-spade-1881,https://uploads5.wikiart.org/images/vincent-van-gogh/farmer-leaning-on-his-spade-1881(1).jpg!Large.jpg,113775-farmer-leaning-on-his-spade-1881(1).jpg,['genre painting'],,
Gustave Courbet,Realism,Realism,"['boats-and-ships', 'seas-and-oceans', 'Normandy', 'Sea', 'Cliff', 'Rock', 'Coast', 'Shore', 'Coastalandoceaniclandforms', 'Klippe', 'Sky']",https://www.wikiart.org/en/gustave-courbet/the-cliffs-at-%C3%A9treat-1866,https://uploads2.wikiart.org/images/gustave-courbet/the-cliffs-at-étreat-1866.jpg,62377-the-cliffs-at-étreat-1866.jpg,['landscape'],The cliffs at Étretat,1866
Ivan Kramskoy,Realism,Realism,"['male-portraits', 'Facialhair', 'Beard', 'Gentleman']",https://www.wikiart.org/en/ivan-kramskoy/portrait-of-the-poet-yakov-polonsky-1875,https://uploads7.wikiart.org/images/ivan-kramskoy/portrait-of-the-poet-yakov-polonsky-1875.jpg!Large.jpg,67603-portrait-of-the-poet-yakov-polonsky-1875.jpg,['portrait'],,
John Singer Sargent,Realism,Realism,"['male-portraits', 'famous-people', 'Gentleman', 'Male']",https://www.wikiart.org/en/john-singer-sargent/coventry-patmore-1894,https://uploads3.wikiart.org/images/john-singer-sargent/coventry-patmore-1894.jpg!Large.jpg,73001-coventry-patmore-1894.jpg,['portrait'],,
Mikhail Vrubel,Realism,Symbolism,"['Leo-Tolstoy-""Anna-Karenina""', 'Anna-Karenina', 'Seriozha-Karenin']",https://www.wikiart.org/en/mikhail-vrubel/anna-karenina-meets-her-son-1878,https://uploads0.wikiart.org/images/mikhail-vrubel/anna-karenina-meets-her-son-1878.jpg!Large.jpg,82013-anna-karenina-meets-her-son-1878.jpg,['illustration'],,
Efim Volkov,Realism,Realism,"['houses-and-buildings', 'countryside', 'forests-and-trees', 'House', 'Ruralarea']",https://www.wikiart.org/en/efim-volkov/landscape-with-an-abandoned-house,https://uploads7.wikiart.org/images/efim-volkov/landscape-with-an-abandoned-house.jpg!Large.jpg,69645-landscape-with-an-abandoned-house.jpg,['landscape'],,
Jose Maria Velasco,Realism,Realism,"['Mountainouslandforms', 'Ecoregion']",https://www.wikiart.org/en/jose-maria-velasco/valle-de-m-xico-desde-el-tepeyac-1906,https://uploads0.wikiart.org/images/jose-maria-velasco/valle-de-m-xico-desde-el-tepeyac-1906.jpg!Large.jpg,68361-valle-de-m-xico-desde-el-tepeyac-1906.jpg,['landscape'],,
Camille Corot,Realism,Realism,"['fields-and-plains', 'Sky', 'Cloud', 'Cumulus', 'Ecoregion', 'Atmosphere']",https://www.wikiart.org/en/camille-corot/fontainebleau-storm-over-the-plains-1822,https://uploads7.wikiart.org/images/camille-corot/fontainebleau-storm-over-the-plains-1822.jpg!Large.jpg,60256-fontainebleau-storm-over-the-plains-1822.jpg,['landscape'],,
Alexei Harlamoff,Realism,Realism,,https://www.wikiart.org/en/alexei-harlamoff/portrait-of-a-young-girl-10,https://uploads6.wikiart.org/00329/images/alexei-harlamoff/harlamov-28.jpg!Large.jpg,68615-harlamov-28.jpg,['portrait'],,
Alexey Venetsianov,Realism,Realism,"['countryside', 'handwork']",https://www.wikiart.org/en/alexey-venetsianov/threshing-floor-1822,https://uploads1.wikiart.org/images/alexey-venetsianov/threshing-floor-1822.jpg!Large.jpg,60182-threshing-floor-1822.jpg,"['genre painting', 'interior']",,
Boris Kustodiev,Realism,Realism,"['famous-people', 'double-portraits', 'Boris-Kustodiev', 'Yulia-Kustodieva', 'Sketch']",https://www.wikiart.org/en/boris-kustodiev/self-portrait-with-wife-1918-1,https://uploads8.wikiart.org/images/boris-kustodiev/self-portrait-with-wife-1918-1.jpg!Large.jpg,76474-self-portrait-with-wife-1918-1.jpg,['self-portrait'],,
Edward E. Simmons,Realism,Impressionism,,https://www.wikiart.org/en/edward-e-simmons/young-woman-concarneau,https://uploads5.wikiart.org/00192/images/edward-e-simmons/young-woman-concarneau.jpg,98573-young-woman-concarneau.jpg,['portrait'],,
Otto Mueller,Expressionism,Expressionism,"['Tree', 'Sketch', 'Branch']",https://www.wikiart.org/en/otto-mueller/lagernde-zigeunerfamilie-mit-ziege-0,https://uploads6.wikiart.org/00137/images/otto-mueller/otto-mueller-lagernde-zigeunerfamilie-mit-ziege-1926-27-1.jpeg!Large.jpeg,129198-otto-mueller-lagernde-zigeunerfamilie-mit-ziege-1926-27-1.jpeg!Large.jpeg,['nude painting (nu)'],,
Vasyl Sedlyar,Expressionism,Expressionism,['Outerwear'],https://www.wikiart.org/en/vasyl-sedlyar/portrait-of-olena-pavlenko-1926,https://uploads7.wikiart.org/00124/images/vasyl-sedlyar/portrait-of-olena-pavlenko-1926-1.jpg!Large.jpg,134771-portrait-of-olena-pavlenko-1926-1.jpg,['portrait'],,
Zinaida Serebriakova,Expressionism,Symbolism,"['fruits-and-vegetables', 'Stilllifephotography', 'Vegetable', 'Plant']",https://www.wikiart.org/en/zinaida-serebriakova/the-fish-on-the-green-1935,https://uploads0.wikiart.org/images/zinaida-serebriakova/the-fish-on-the-green-1935.jpg!Large.jpg,88698-the-fish-on-the-green-1935.jpg,['still life'],,
Henri Matisse,Expressionism,Impressionism,,https://www.wikiart.org/en/henri-matisse/black-dress-and-violet-dress-1938,https://uploads8.wikiart.org/00138/images/henri-matisse/black-dress-and-violet-dress-1938.jpg!Large.jpg,105917-black-dress-and-violet-dress-1938.jpg,['genre painting'],,
Paula Modersohn-Becker,Expressionism,Expressionism,"['female-portraits', 'mother-and-child', 'childrenportraits', 'Human']",https://www.wikiart.org/en/paula-modersohn-becker/breast-feeding-mother,https://uploads6.wikiart.org/images/paula-modersohn-becker/breast-feeding-mother.jpg!Large.jpg,129546-breast-feeding-mother.jpg,['genre painting'],,
Martiros Sarian,Expressionism,Realism,['mountains'],https://www.wikiart.org/en/martiros-sarian/notable-day-in-the-mountains-1926,https://uploads1.wikiart.org/images/martiros-saryan/notable-day-in-the-mountains-1926.jpg,77024-notable-day-in-the-mountains-1926.jpg,['landscape'],,
Otto Mueller,Expressionism,Expressionism,,https://www.wikiart.org/en/otto-mueller/zwei-zigeunerkinde-vor-der-hutte,https://uploads3.wikiart.org/00144/images/otto-mueller/otto-mueller-zwei-zigeunerkinde-vor-der-h-tte-1926-27.jpeg!Large.jpeg,129178-otto-mueller-zwei-zigeunerkinde-vor-der-h-tte-1926-27.jpeg!Large.jpeg,['cityscape'],,
